
Wine Quality Red, 0.6289051786862366, 0.037499689820020214, 0.9251925294630151, 0.07551074562285054, 0.34490543114512934, 0.020198037475343586, 0.684500020457968, 0.03138860282335303, 0.3395945893128387, 0.021441514663111616, 0.6628570795059204
Yacht Hydrodynamics, 3.5020240173725474, 1.382354893795048, 1.0312473165049687, 0.833230599091517, 1.1232222441187596, 0.518473621801501, 1.7633885410551404, 0.715551142069224, 0.640166296936381, 0.21856484705848261, 1.368042516708374
Combined Cycle Power Plant, 3.2296331016332367, 0.21323728876319334, 2.755602057085329, 0.17164983114188265, 1.713724712310396, 0.07650983801541994, 2.9711009963132247, 0.09092342637744318, 1.2573762840028284, 0.023612958225794116, 1.400258767604828
Kin8nm, 0.21984772595263924, 0.019114424053225557, 0.18287213953281478, 0.6852520090100472, 0.13009165719423318, 0.028886288367590614, 0.2714269964540389, 0.11653869662473625, 0.14133533925980565, 0.08770848011967504, 2.7723042607307433
Year Prediciton MSD, 9.869342403463572, 0.0, 4.458786005526725, 0.0, 5.35303411544155, 0.0, 7.955249367456811, 0.0, 2.6022152520152613, 0.0, 83.85278868675232
Protein Structure, 3.733423435604159, 0.014234959263426428, 2.686932806227687, 0.024765448300593285, 1.95954932247306, 0.013402868434903245, 3.5114318976834333, 0.021652863121719858, 1.5518825752103738, 0.010548333145638598, 26.741389083862305
Energy Efficiency, 0.749819702539704, 0.15343262731293505, 0.7839872002333592, 0.18741318399981033, 0.34766763555372815, 0.050800907438399386, 0.6473668335124989, 0.08933059937420669, 0.29969919795877076, 0.04926858877409909, 16.333928084373476
Concrete Compression Strength, 4.581028659468041, 0.6736011774632358, 4.03344747913853, 0.7195285799836447, 2.4224356590546456, 0.33076738335185424, 3.549782680913405, 0.3373220715582759, 1.127347021858759, 0.03376229530293962, 10.671628749370575
Boston Housing, 3.136992674507898, 0.8671062117231616, 2.9103467727698114, 0.6605995294289162, 1.627960017403737, 0.3385013084568357, 2.5972445976379257, 0.3537273075284723, 0.969284580234189, 0.05041116847792228, 15.787774693965911
Naval Propulsion, 0.0819391288644242, 5.421919182925831e-05, -1.0831123593923477, 0.0006480115968906529, 0.04966845062856044, 0.00014059593461342033, 0.0960719176896576, 0.00015935773165566897, 0.04640346706109717, 9.494972959388267e-05, 37.37569715976715
