dset,RMSE-mean,RMSE-std,NLL-mean,NLL-std,time
Yacht Hydrodynamics, 0.5585909926483348, 0.1722221359789482, 2.115601254790286, 2.3539309296642315, 51.11388481855393
Boston Housing, 2.672924585173017, 0.44191088587074306, 10.299845019971253, 9.196833765996795, 54.97057284116745
Concrete Compression Strength, 4.607748022797622, 0.5428545946575869, 3.4255210666581606, 0.41388124187305353, 59.45644311904907
Wine Quality Red, 0.6144599096403001, 0.03953601991314508, 1.1732269651159666, 0.5096011424025904, 63.2696972489357
Energy Efficiency, 0.46173238529610516, 0.058542485671359105, 0.7450646139350535, 0.6812022759199814, 69.39760421514511
Combined Cycle Power Plant, 3.620033756268576, 0.19477251462007353, 2.7925017690088607, 0.20153267401344271, 135.75820283889772
Kin8nm, 0.16918853348761084, 0.004420443361342067, -0.4115012629184796, 0.03432245937673898, 237.8024055838585
Protein Structure, 4.516161285754099, 0.040424164456693355, 2.8511513070274557, 0.019850326859130296, 1179.139017724991
Naval Propulsion, 0.0021804730314257787, 8.652550729391822e-05, -4.935142074203484, 0.03493636052284386, 342.8823959946632
