
Boston Housing, 2.778881660437743, 0.4085606468486954, 2.5879368468266457, 0.27600359290603055, 1.5415840096451883, 0.18304850194081662, 2.5776332315840245, 0.20591886538034576, 1.036049221938836, 0.077363984174819, 133.53609741926192
Concrete Compression Strength, 5.006493751329579, 0.5356467262674662, 3.0863223350565296, 0.19752673015345967, 2.6629304297466407, 0.25104263595337484, 4.55981020016, 0.24255631167348082, 1.8968797704133593, 0.07291161071425374, 133.6222976088524
Energy Efficiency, 0.4680423922137041, 0.056021970385441454, 0.7370032332270491, 0.6516625839140028, 0.2378958268299391, 0.021756985910633846, 0.43749208843123927, 0.029173746483314614, 0.19959626160130023, 0.011845084362061274, 120.5058447599411
Wine Quality Red, 0.614376679766117, 0.040170843615893716, 1.2812359034702308, 0.46120710754024197, 0.3416090209059688, 0.02353643045535949, 0.5993951517012187, 0.04440869373499822, 0.2577861307952498, 0.030987992471969237, 63.38305829763412
Combined Cycle Power Plant, 3.620156784983203, 0.1948409303106104, 2.792515933458261, 0.2015224281492472, 1.9461302582698092, 0.07269899690211253, 3.6433751259095004, 0.07015767660104201, 1.6972448676396923, 0.012695620553251054, 140.80601437091826
Yacht Hydrodynamics, 0.5798856484771744, 0.24669861780205232, 1.9071786803001758, 2.3234395145090265, 0.28784279935977836, 0.14901584131841042, 0.5123573137480896, 0.5447214325265276, 0.2245145143883111, 0.40791819371370197, 52.99517688751221
Kin8nm, 0.16918928213291143, 0.004418711387443696, -0.4115346642067335, 0.03430664005632944, 0.09398056942938451, 0.0023455659342103284, 0.1695889742807079, 0.0027638147204037096, 0.07560840485132339, 0.0010700733759410675, 229.9395436525345
Protein Structure, 4.516238389290318, 0.04031101774598168, 2.851175018622519, 0.01986228782359688, 2.463070694298761, 0.029102291519624415, 4.7384254041069225, 0.05795000720344329, 2.2753547098081617, 0.03161620779622815, 1200.4278424263
Naval Propulsion, 0.0021805982791713607, 8.662150824307215e-05, -4.9350090559269, 0.03495681451828245, 0.0011259714744282744, 3.843725017648294e-05, 0.0021078206608742397, 6.706902866358944e-05, 0.000981849186445965, 3.229490729831918e-05, 353.1728526234627
Year Prediciton MSD, 9.154371048244244, 0.0, 3.475281314093658, 0.0, 5.454272687660888, 0.0, 11.890639126053212, 0.0, 6.436366438392325, 0.0, 17555.37600851059
