dset,RMSE-mean,RMSE-std,NLL-mean,NLL-std,time
Yacht Hydrodynamics, 13.81652422424673, 2.794237471038792, 11.547980092296697, 12.414502811488553, 43.83827559947967
Energy Efficiency, 8.749635404499264, 0.46203783423169775, 3.1805333938364666, 0.10284529375336066, 47.973436617851256
Boston Housing, 8.309325849748143, 1.1717523140392863, 10.554618947584032, 11.026172767807882, 55.96992843151092
Concrete Compression Strength, 15.876499859772858, 0.8100902608778492, 3.928561799989293, 0.11333296006755085, 56.509663820266724
Wine Quality Red, 0.6197236200166772, 0.04104838815701782, 1.7885405495944808, 1.501565098277947, 67.7315100312233
Combined Cycle Power Plant, 14.590379621269093, 0.2943785563292015, 3.7723731120229544, 0.04846333525554764, 132.69308038949967
Kin8nm, 0.15551027491391628, 0.004726078446345811, -0.5176152355317958, 0.02896995250379622, 225.009161901474
Protein Structure, 5.58203460373881, 0.0519430212765355, 3.036727971151614, 0.01878159664813899, 1060.5735072135926
Naval Propulsion, 0.001744873900221414, 7.414541809008759e-05, -3.2984136092156495, 0.0012946004123099058, 393.23939802646635
