dset,RMSE-mean,RMSE-std,NLL-mean,NLL-std,CRPS-mean,CRPS-std,CRPS-calibration-mean,CRPS-calibration-std,CRPS-sharpness-mean,CRPS-sharpness-std,time_run,time_HP,WQL01-mean,WQL01-std,WQL05-mean,WQL05-std,WQL09-mean,WQL09-std,WQL_avg-mean,WQL_avg-std
abalone,2.1959562,0.13713928,2.091405148021993,0.07294254512594464,1.1201378861962048,0.05679120455707388,2.17595063594804,0.05352189648926091,1.055812749751835,0.026157814609151203,0.09136814541286892,796.164036989212,0.28767286064338504,0.010314144880823134,0.7637151399296513,0.03265503479928229,0.44981699268057757,0.039136547586514,0.5004016644178714,0.026410411201150123
wine_quality,0.6815864,0.024710858,0.9955826058403756,0.03596369607093693,0.3766704821896068,0.015361791940301538,0.7186810841483021,0.020033651230249278,0.34201060195869526,0.007379512543216077,0.31867535909016925,1259.6275069713593,0.11695805089028131,0.0041936553523212895,0.2636429382601681,0.01138786082638724,0.11820261455448658,0.005988791523934442,0.16626786790164536,0.006192393583043738
sulfur,0.024519092577222432,0.0060775247047440105,-2.869805962583843,0.14932581611227638,0.008844671849635402,0.0013267645401433394,0.017688509177855985,0.003260311990502638,0.008843837328220583,0.0019955169705074796,0.2682030465867784,1297.2607033252716,0.002463049980870344,0.0003597151785204577,0.006141655772409715,0.00087665615448972,0.0031395746918089673,0.0005924412872547477,0.003914760148363009,0.0006029746479425302
Brazilian_houses,0.08546996435017279,0.053191115823591324,-2.9429270748215064,0.11831632301519092,0.011773876281795404,0.0021030521921110643,0.021013897793579733,0.003810099763715295,0.009240021511784328,0.0018372105096838391,2.2800669140285916,1279.9860668182373,0.0034407643907490688,0.0006552071547838383,0.008410514630547221,0.0015331055025917897,0.003446252500100262,0.0007510036008029694,0.00509917717379885,0.0008884922830530513
MiamiHousing2016,0.1723179460409458,0.008522227827020836,-0.5800753725605189,0.04716280384126731,0.0845623329885869,0.0029795522397015944,0.16028202870382557,0.0037286724814037694,0.07571969571523868,0.0016466846846080654,2.9461182488335504,1302.1126282215118,0.029179887768333128,0.0016536806190865579,0.05836972195560053,0.002036707696668988,0.0247911122324668,0.0007736136126072175,0.037446907318800154,0.0013526751375608941
cpu_act,2.5706778,0.107523814,2.8184978628088113,1.767435745188868,1.2946234747571583,0.04629719070804791,2.409318819653233,0.063522034414013,1.1146953448960748,0.031087635465326835,0.5656530857086182,1477.8592603206635,0.4440634720412053,0.020408462521723007,0.9000880900342599,0.03288337102033957,0.36995076457366477,0.013179790567146778,0.5713674422163766,0.02041997825318903
elevators,0.0034713504859133987,0.00016910983209639133,-4.749333938099335,0.026223985948380213,0.0014324699771934267,2.9773856323839143e-05,0.00267881583525999,5.416560507830948e-05,0.0012463458580665634,3.321925004626237e-05,4.350264681710137,1438.604582309723,0.0004301121191414797,6.566662363079809e-06,0.00101264895879447,1.8663524130475696e-05,0.0004385164522720385,1.6610518061923613e-05,0.0006270925100693294,1.1183556979490816e-05
Bike_Sharing_Demand,100.59519812678181,3.210922081463497,5.472990497116542,0.039701680218394764,47.04986445671935,1.6360655192013538,90.8801801946121,2.060327973083796,43.83031573789274,0.7140400035620917,1.0090724627176921,1518.0476696491241,11.828386928930536,0.2896722319682181,33.39067423995522,1.0691133125768622,16.07581071858185,0.7637646085761689,20.4316239624892,0.6963853473489924
Ailerons,0.00016097522526469247,4.312822261747494e-06,-7.467526349517202,0.02853441268692563,8.336814522137763e-05,1.8874714716947986e-06,0.00015967610983316945,2.6964488387330562e-06,7.630796461179185e-05,1.3933806564125785e-06,1.2060445414649115,1589.9727625846863,2.8236395493529008e-05,9.380535660003443e-07,5.7694371350288315e-05,1.4534285767653491e-06,2.4383693165244967e-05,6.715205850726339e-07,3.677148666968744e-05,8.892248146744928e-07
yprop_4_1,0.02882318142996761,0.004813182348844543,-2.149962361417023,0.2058197550800713,0.014861455427970528,0.0007796686604409551,0.02959209385475477,0.0012170250388234799,0.014730638426784244,0.0007060818559507258,0.13109927707248265,1821.7313888072968,0.003981025064603137,0.00033161310285324884,0.009791992242649802,0.0004676620904111633,0.0063213831724603185,0.00034940343037839246,0.006698133493237753,0.00036217222436375535
