dset,RMSE-mean,RMSE-std,NLL-mean,NLL-std,CRPS-mean,CRPS-std,CRPS-calibration-mean,CRPS-calibration-std,CRPS-sharpness-mean,CRPS-sharpness-std,time_run,time_HP,WQL01-mean,WQL01-std,WQL05-mean,WQL05-std,WQL09-mean,WQL09-std,WQL_avg-mean,WQL_avg-std
cpu_act,2.2803211,0.09023727,2.208794694344286,0.02651845576242269,7.455692609151204,0.5720816727637523,14.811619,1.1423651,7.355926301744249,0.5704953855145061,5.853026390075684,757.2977583408356,0.4282426044878767,0.0089013646558285,0.8037069522514545,0.011126929428620857,0.3557289246922181,0.011941029205838175,0.5292261604771831,0.00896753301534473
pol,6.0835443,0.313557,3.041077643629139,0.03775962824493639,20.872229470147026,0.5503023185293383,42.083878,1.0278754,21.211648093329536,0.4832412087176383,5.473966042200725,712.9500706195831,1.0456138346663146,0.03693056541352196,1.6371036382251316,0.06407591450321529,1.1464597454583336,0.06652302573170965,1.2763924061165932,0.048440514924452636
elevators,0.0022733763043313406,5.13389472002334e-05,-4.4418609218871765,0.603424199944457,0.0036885298063832725,0.0015286120176516967,0.008988031832879936,0.007414253955910703,0.005299502026496662,0.00588815630922979,5.424509472317165,721.2613677978516,0.0008479583095101031,0.001308273749981867,0.0008144508273592464,1.3711623890522387e-05,0.0009452274186538175,0.0012851590532187251,0.0008692121851743891,0.0008655062258739029
wine_quality,0.63885796,0.01902166,1.0690070338067266,0.06611915193964102,0.4973825348748101,0.013301939528056651,0.9573987,0.08698499,0.4600161247783237,0.08278238683002224,5.511613978279962,738.7795639038086,0.11920174484831644,0.010731002766672186,0.2412028723107315,0.009362707910683225,0.12097343530680998,0.011998649304930721,0.16045935082195265,0.009420069068025753
Ailerons,0.00015957606991647648,4.202643483239178e-06,-6.749193650778494,0.4176393183189812,0.00023253663723894565,3.305183592490827e-05,0.0005557365936969041,0.000275429624143324,0.00032319995645795844,0.00024260930420304006,4.488952742682563,714.9057631492615,5.5341803218099655e-05,4.8992791105000317e-05,5.768187600647786e-05,1.3865096762888845e-06,5.223323738738354e-05,4.9683808800582896e-05,5.5085638870653685e-05,3.302755654128738e-05
house_16H,0.5926146658858247,0.06044746487057625,0.5285437407365466,0.11163373870926852,0.4254212186528243,0.009291597815924382,0.8397254419783418,0.01360641515515195,0.4143042233255174,0.007109186034231128,5.259481906890869,724.4149823188782,0.07285678777660923,0.005529036137021815,0.14947102455073033,0.004289612825510136,0.07735173386961375,0.0024933359298926943,0.09989318206565109,0.0035790113864407284
houses,0.2291381480500826,0.00719751190146043,-0.08068525418519767,0.042134193561515904,0.3263413290931416,0.0030467652535470773,0.6367504974954955,0.0056914892933432595,0.31040916840235394,0.003299382889707702,5.557504706912571,753.3154389858246,0.038126267867440805,0.001499638237323279,0.0807695298112357,0.001777457545412926,0.04182817235828146,0.002097577638887486,0.053574656678985984,0.0014383367599106558
diamonds,0.23569956951839086,0.0025497370776941084,0.010540072741759913,0.016482655039532886,0.5870490078847423,0.0032137111227040047,1.1626047364262224,0.0058949624420055885,0.5755557285414802,0.002878366605851552,5.1232542461819115,747.4111933708191,0.041574746565668196,0.0008095206161676079,0.09238365614453872,0.0009221388685218086,0.04270985570033341,0.0006333848402803861,0.0588894194701801,0.0006608701317270395
Bike_Sharing_Demand,98.69130234176053,2.5995219445911473,5.885391928516605,0.03334338264674686,97.89540697027486,1.85094091593651,193.05972547884693,2.2917647034689383,95.16431850857205,1.0036384866746,5.042003764046563,758.1321322917938,15.616090073766754,0.2595674646330789,33.1856116942645,0.9114961877796993,19.33313520711808,0.8963338065914769,22.71161232504978,0.6243816454031594
Brazilian_houses,0.06825920480441289,0.03436977732205397,-2.5836488874487915,0.05229540261652463,0.4553681221101946,0.00672718512457906,0.9069635675841836,0.012003572790552497,0.45159544547398883,0.005447923163569019,7.442781368891398,775.3502552509308,0.004012171375592709,0.0005159313347219935,0.009198837659399332,0.001219458834406578,0.005381653329670378,0.0014371526040819435,0.006197554121554139,0.0009648203377940003
house_sales,0.17643721538881169,0.0026280287473529045,-0.3124896104387269,0.02451647936366829,0.29433229775663877,0.005105788514000732,0.5817214668933218,0.009551262089619934,0.28738916913668316,0.0051436895288723,5.460300180647108,735.7597794532776,0.032403174632649315,0.0009703964299260543,0.06220063554473928,0.0011564988173278744,0.030500274312552318,0.0007014759855401523,0.041701361496646966,0.0007638745694422403
sulfur,0.018249934894917403,0.0033348241340043702,-2.8848328274223975,0.07842835366075702,0.01951257859976593,0.0015681430114439271,0.03881208242951006,0.0027456297109721,0.019299503829744127,0.0012122720167955044,5.377841154734294,759.9032800197601,0.0024495726758819586,0.00023377467243750332,0.005304903198065883,0.0002369802228815795,0.0026580627446011005,0.00023724884214904973,0.0034708462061829805,0.00019687970257982246
medical_charges,0.08194995029035977,0.0020030285087895704,-0.7745394679326087,0.06250966416187989,0.31395523920558976,0.0014542070459795365,0.6223715229985092,0.002908166031283496,0.3084162837929196,0.0014791925695281658,1.8337432278527155,701.3578877449036,0.008125541036608567,0.00010511078507239444,0.025844704538967107,0.0003525978296489407,0.018549074954860266,0.00044411178702539263,0.01750644017681198,0.0002907453552496328
MiamiHousing2016,0.15297869701889247,0.006670455899326924,-0.542132204717696,0.0504330835010897,0.3082810782539834,0.006035300158683433,0.6105417387168927,0.012571351589035959,0.3022606604629093,0.00677752413416559,5.495422442754109,731.6572377681732,0.028341990120919276,0.001617241232488443,0.05284485849022076,0.0016987694900223783,0.024252845873566773,0.0009441940780373843,0.0351465648282356,0.0012367147133173543
superconduct,10.107739009320623,0.293805946883228,3.589566540744128,0.0380033093094387,18.75709783379271,0.3123704823286086,37.14334779988429,0.5379202880305102,18.38624996609158,0.2399951183114673,5.631734503640069,755.0178439617157,1.8622713315179875,0.06997701710235685,3.1703761443775784,0.06677611864331083,1.6126267221408803,0.0563393267486241,2.215091399345482,0.0547178164412904
abalone,2.1751993,0.099107616,2.485406985001435,0.14069352509275432,1.7374777926339044,0.07825714133741896,3.2385805,0.0905949,1.501102672682868,0.05562712488123122,1.8797580666012235,672.8099992275238,0.3182676433565069,0.020129242944769463,0.7660997259356466,0.018340742543655315,0.49097646825593266,0.047500345451781,0.5251146125160288,0.019444923897486976
yprop_4_1,0.02877288069724868,0.004787039697275075,-1.5875238777134202,0.7290724643780714,0.015394939208371372,0.0008341001408694343,0.02579630683214426,0.0007410151808360857,0.010401367623772886,0.0003538299270750311,2.0904242992401123,690.0791158676147,0.004108794980557083,0.00037095785024462714,0.009830146583942705,0.00041949269758457673,0.006722531285963919,0.00040944193353210137,0.006887157616821234,0.00038713823957271896
