dset,RMSE-mean,RMSE-std,NLL-mean,NLL-std,CRPS-mean,CRPS-std,CRPS-calibration-mean,CRPS-calibration-std,CRPS-sharpness-mean,CRPS-sharpness-std,time_run,time_HP,WQL01-mean,WQL01-std,WQL05-mean,WQL05-std,WQL09-mean,WQL09-std,WQL_avg-mean,WQL_avg-std
abalone,2.3320773,0.14010735,2.12444006842706,0.07377611320985124,1.1620141221371605,0.06087374585047102,2.239243968058567,0.06379807489332982,1.0772298459214067,0.031051996298585488,0.2817913426293267,890.3309347629547,0.314687154853536,0.008950624490340425,0.7882559151829948,0.035029757020306966,0.45684024708789145,0.03998543787445619,0.5199277723748073,0.027498866247036957
wine_quality,0.7101628,0.022879867,1.0391575952402354,0.03193113269028546,0.393259413944246,0.013831045111963425,0.7557591845370917,0.013133876861308692,0.3624997705928457,0.004745528857944933,0.6580468018849691,1043.5841224193573,0.12115420568657995,0.003745592027797636,0.2745366537703926,0.009603266851506616,0.12280588700315019,0.006146221667752093,0.17283224882004092,0.005448285682071981
Brazilian_houses,0.0750632647250985,0.056246438023632696,-3.2370614833288442,0.19578182167206504,0.008680951630518925,0.0029406860416988454,0.015852268435002953,0.005166368857826635,0.00717131680448403,0.0024001300409375774,2.4428113301595054,1189.0546679496765,0.0025668920086824552,0.0006887339098697048,0.005662641381696641,0.0016929242661242788,0.0035733221770733598,0.001824217543772924,0.003934285189150819,0.001379149473154459
cpu_act,16.34359,1.8342334,2.351446126472682,0.039106696657353134,3.2024564134639033,0.3895669698541772,6.079339006115655,0.7676387133397352,2.8768825926517514,0.38294349651035253,1.440717511706882,1526.2914855480194,0.599086519394329,0.03884023941736563,2.445822717409055,0.3307314389945231,1.0869268433800292,0.15593421746316993,1.377278693394471,0.1718070803329643
Ailerons,0.00016405276528688771,5.187254561877151e-06,-7.31469824741073,0.015007586292176996,8.984415494323657e-05,1.907226223611848e-06,0.00020666896128458936,2.4001625479222043e-06,0.00011682480634135278,1.3001716184681863e-06,5.494169182247585,1645.9005568027496,3.1721801433526866e-05,7.090994756942068e-07,5.836431554441499e-05,1.5374780974614813e-06,3.0145663562868353e-05,8.138667981400132e-07,4.007726018027007e-05,8.375727623204942e-07
elevators,0.0021176035130628258,6.714267066653189e-05,-4.80738616258854,0.01462621736175886,0.001127353917103664,2.036119727567193e-05,0.0023744828263262334,1.952112611892141e-05,0.0012471289092225698,1.0162092613486528e-05,12.00055299864875,1810.545048713684,0.00033810554199012097,6.869859094479794e-06,0.0007641062576185071,1.0767912438363703e-05,0.0004008026319416431,1.5310339045147745e-05,0.000501004810516757,9.82584852324117e-06
sulfur,0.023132773815149135,0.004678934535418393,-2.919631678474552,0.11415900077990453,0.008076891840407822,0.00042257741260540453,0.017019142877968307,0.0005224300933487518,0.008942251037560486,0.00017348990844548968,0.13554559813605416,2227.2460157871246,0.002457483587116784,0.00012254186584801602,0.005451090188097228,0.00022571167700843406,0.002936183034100553,0.00034485495309422655,0.0036149189364381887,0.0002009214982781962
Bike_Sharing_Demand,125.13088436772553,4.238879189015122,5.692557138970894,0.041080209879513226,56.13286455309905,2.1864447064053683,107.27785897504327,2.628969487673483,51.14499442194423,0.9389777962072036,9.7468790213267,2290.7161345481873,15.79023881718194,0.4111340330940739,39.7865743449435,1.4330764642864833,18.006110040507313,1.0268308905980652,24.527641067544252,0.9259283119666362
MiamiHousing2016,0.16640433839066276,0.009637211385898466,-0.6226587311688883,0.05240919550305005,0.08085876111736588,0.003053182121220734,0.1602904085153927,0.002779656869179805,0.07943164739802681,0.0012765078906400793,1.9115497536129422,2588.9559054374695,0.02795066514478885,0.0015336953145058628,0.055257103844833004,0.0021714004914210362,0.02441513896040078,0.0008548472153737334,0.035874302650007545,0.0014191770410328934
pol,10.4161415,0.5103082,21.417491176917526,47.586987849281556,4.225972229465108e+20,1.1952854482243242e+21,1.445508059718292e+21,4.088514205146453e+21,1.0229108367717813e+21,2.893228756922129e+21,5.68948761622111,2580.5664722919464,2.3024567905812247e+20,6.512331240035995e+20,2.151886224782025,0.13037026848016656,2.3024567905812238e+20,6.512331240035991e+20,1.534971193720816e+20,4.341554160023995e+20
yprop_4_1,0.02871316933246563,0.0047594208408376845,-2.1547818578982803,0.20279752466012904,0.014822537693875093,0.0007437084537722819,0.029701822758900202,0.0011587028737122353,0.01487928506502511,0.0006943826914152203,0.2563328742980957,2774.096508741379,0.0040029243570929305,0.00032838241201919887,0.00976068734022646,0.0004380693479209766,0.0062222981246744975,0.0003439336433277525,0.00666196994066463,0.00034230108013839287
house_16H,0.6146423600114795,0.08440023195471337,0.3873494530856149,0.07006814066407951,0.22108345221076384,0.010293813519504421,0.42359579933344693,0.01694914508064489,0.20251234712268318,0.00879912695730072,2.508094867070516,3148.711841106415,0.07059523145130948,0.005023726383542749,0.15050946653730643,0.00652288574031548,0.07313696146113008,0.0033999478798157363,0.09808055314991533,0.004598541375439415
