dset,RMSE-mean,RMSE-std,NLL-mean,NLL-std,CRPS-mean,CRPS-std,CRPS-calibration-mean,CRPS-calibration-std,CRPS-sharpness-mean,CRPS-sharpness-std,time_run,time_HP,WQL01-mean,WQL01-std,WQL05-mean,WQL05-std,WQL09-mean,WQL09-std,WQL_avg-mean,WQL_avg-std
Year Prediciton MSD,9.13137553318111,0.0,3.422571017840862,0.0,4.516048237702622,0.0,8.837969656886127,0.0,4.321921419183505,0.0,376.51502203941345,87666.66685795784,1.802763288015606,0.0,3.104703731670231,0.0,1.1229408172614685,0.0,2.0101359456491017,0.0
