dset,RMSE-mean,RMSE-std,NLL-mean,NLL-std,CRPS-mean,CRPS-std,CRPS-calibration-mean,CRPS-calibration-std,CRPS-sharpness-mean,CRPS-sharpness-std,time_run,time_HP,WQL01-mean,WQL01-std,WQL05-mean,WQL05-std,WQL09-mean,WQL09-std,WQL_avg-mean,WQL_avg-std
Boston Housing,5.426022676901286,1.3228844564222706,2.871740899252242,0.19959270221777206,2.6670251910346927,0.5412389733776046,5.2932244890551505,0.9345749061689389,2.626199298020458,0.47172210666764935,0.14703038930892945,867.1146850585938,0.6543016084297031,0.1272106462920858,1.8886311776965272,0.37664369628309285,0.9835433606408175,0.25688901731677083,1.1754920489223495,0.23677791871119952
Energy Efficiency,1.8416390354719856,0.3935190366871227,1.4617166599648257,0.3541461909458261,0.7365117536764241,0.16529977310055868,1.3339713110875846,0.2518448239141078,0.5974595574111601,0.1222968654508885,0.27113139629364014,868.571863412857,0.26989951762690173,0.116716872406548,0.5126368641122595,0.09842041507510184,0.19025124267344712,0.03728819249004669,0.3242625414708694,0.07833039252181016
Yacht Hydrodynamics,8.415802319896779,2.1025699914440996,1.560719910577162,0.31981326055559506,2.7770739233623183,0.8858784805405546,4.838274082707608,1.3376623107718475,2.0612001593452907,0.5557216953568632,0.1881342887878418,528.814058303833,0.7929011679374358,0.2311373588176453,1.9464605445246541,0.6120162984971292,0.9016347946509435,0.41946411530706973,1.2136655023710112,0.40673427043186866
Concrete Compression Strength,6.164944512409097,0.744231261165845,3.3171773248599417,0.29890235985360725,3.307469771691943,0.3949246631340448,5.941808098886037,0.6444302335479397,2.6343383271940937,0.315951094995199,0.34366832971572875,1024.0999193191528,0.9863832869013887,0.10916914324746131,2.2916059133721545,0.28409764024815737,1.1136103568746214,0.19162168284262587,1.4638665190493882,0.17503774522268892
Protein Structure,4.759215674117438,0.029589398958158954,2.901316120186488,0.008154962513534309,2.588085281952884,0.014989972645604333,4.888460102026263,0.028114693767041902,2.300374820073379,0.020194445586053936,1.7023579120635985,3517.966105699539,0.6480198399278809,0.004644017916110663,1.870026682101395,0.01438529841804171,0.89032790647751,0.009096211889310271,1.1361248095022618,0.006289065042060739
Year Prediciton MSD,11.001989663145363,0.0,3.671441507167575,0.0,5.400086213994192,0.0,10.744854467153004,0.0,5.344768253158812,0.0,32.29760432243347,10470.353892326355,2.273648774208829,0.0,3.520851107915821,0.0,1.6420191983998365,0.0,2.4788396935081622,0.0
Wine Quality Red,0.7032322369494893,0.050709974495820105,1.0640808877342915,0.09596081899230587,0.39255800907965954,0.030049898035951848,0.7325153896093878,0.04045505872000777,0.33995738052972824,0.021091378103497305,0.24030022621154784,1321.8030200004578,0.12017131564963153,0.015161056475915596,0.26560703068971636,0.023117117091908335,0.12105783457532274,0.00880841276516171,0.16894539363822353,0.0132363665553152
Combined Cycle Power Plant,3.8168628673385063,0.24170833155391483,2.8427305155921734,0.16145066038785016,2.0469327468477294,0.12169382474069759,4.091584951263689,0.3894152046383218,2.04465220441596,0.2817027158334164,0.8433146476745605,3370.8118286132812,0.6516625643582612,0.03976383743328903,1.4129428782049516,0.08344754284377356,0.6657806723022517,0.05293890191562432,0.9101287049551547,0.05456789472758499
Kin8nm,0.16821349278469075,0.0040526275340947914,-0.4307782846295323,0.033999765780932244,0.0920104713608723,0.002163287749482895,0.1640043127267003,0.0050596861548970464,0.07199384136582804,0.003789237455883829,0.9450152516365051,3305.0494878292084,0.029727743665591715,0.001138068279172126,0.06507079824506032,0.0015719511912053298,0.0260528610774469,0.0007525909417661889,0.04028380099603298,0.0009160498322905994
Boston Housing,3.989790492780628,0.9172491704803507,2.6597726096119527,0.16209477419853974,2.0685687517419655,0.3116335128479173,4.002448398946707,0.5721856349483155,1.9338796472047424,0.31668878924342975,0.7397188067436218,949.5267932415009,0.5334651088364811,0.0841872126721699,1.4918252107208851,0.2160067110998462,0.7022941113107374,0.13705274096973388,0.9091948102893678,0.1380317266874551
