dset,RMSE-mean,RMSE-std,NLL-mean,NLL-std,CRPS-mean,CRPS-std,CRPS-calibration-mean,CRPS-calibration-std,CRPS-sharpness-mean,CRPS-sharpness-std,time_run,time_HP,WQL01-mean,WQL01-std,WQL05-mean,WQL05-std,WQL09-mean,WQL09-std,WQL_avg-mean,WQL_avg-std
Yacht Hydrodynamics,4.0443600930096695,4.690409721068445,230.97945594895472,980.7390484219907,1.4090352107666266,1.611558145753712,2.007669033575479,1.5715752648743606,0.5986338228088524,0.30852328337018364,0.7733218669891357,1060.1462941169739,0.400694231845109,0.21575118023396656,0.8971431169144963,0.8037020484847746,0.665837969285261,1.5046754063733234,0.6545584393482888,0.8092663835368905
Energy Efficiency,0.5814441344124888,0.2924571348728634,0.901415233121979,0.7119596464605636,0.30633984644044726,0.17664951624893455,0.5949890356082179,0.4058945243845929,0.28864918916777066,0.2305964730958145,2.152111625671387,1334.0650599002838,0.11537236653445535,0.08291829841014212,0.22466335716990682,0.151201692493958,0.07032232470368241,0.01639294861175735,0.13678601613601485,0.08076197137857781
Boston Housing,4.027521842535213,1.0652414784903506,2.6938801633335276,0.16207865785251158,2.048605687041889,0.3699013495549235,3.725141631192333,0.6233286886130819,1.6765359441504437,0.2986578899537586,2.69394656419754,2076.112453222275,0.6866866569970508,0.12956277843117,1.4397153557048121,0.2758964981618544,0.5909916999480344,0.14460070247448323,0.9057979042166325,0.1594124973529533
Wine Quality Red,0.6598524818635537,0.047603461223911,0.9833939569196358,0.074865191759201,0.3664204087894042,0.02934670378954754,0.7003963504357088,0.05719745785651571,0.3339759416463047,0.032543143296305116,1.5854406476020813,2138.2120938301086,0.11894273349466886,0.013095066366183102,0.254240446165204,0.022134060974160333,0.11340351694421735,0.008475410443649726,0.16219556553469675,0.013069668010652387
Naval Propulsion,0.0008435539161599232,4.8693687353060756e-05,-5.690488161029515,0.0465216630493239,0.00044440389366510525,2.0396843626254445e-05,0.000967226702187058,5.9715849393676e-05,0.0005228228085219528,4.783723774091375e-05,8.18888190984726,2110.5948054790497,0.00015114807107895352,8.923747749998722e-06,0.0002947993975972694,1.545636596195792e-05,0.00015288804474675584,7.667772944760749e-06,0.0001996118378076596,9.234896225461164e-06
Concrete Compression Strength,6.832847681175248,0.8200679127364682,3.3561976646065927,0.17106952241441023,3.610221020297284,0.4898980389284965,6.593179555743052,1.0090570690608642,2.982958535445768,0.5433603313306226,3.9419251084327698,2672.825348138809,1.266601365025372,0.1763282246059401,2.6462766744688406,0.4267758641801496,0.8649992054068365,0.144126715761242,1.59262574830035,0.2072830844304577
Combined Cycle Power Plant,3.7334202275289186,0.1959435373110603,2.7557989270623207,0.07914564061997915,1.9954364660271608,0.09868237081722539,3.6901560326893468,0.1969210294388374,1.6947195666621861,0.10865087977062973,6.097837162017822,4195.849103450775,0.674000862181976,0.039112770042322734,1.4081096200654002,0.07452833480669138,0.5479222349511075,0.027962703294913523,0.8766775723994945,0.04082487490059916
Kin8nm,0.1278386256509889,0.003588627966976692,-0.6536515777897501,0.02924963629861086,0.07202461063390372,0.0019206168715819082,0.13365327391114867,0.00331866414074842,0.061628663277244956,0.00203221616344409,12.892212271690369,4638.24825835228,0.024921386345909364,0.0008869600864346193,0.05101691380207194,0.001381134722480833,0.018761599366177387,0.0006291025116550178,0.03156663317138623,0.0008512722151005159
Year Prediciton MSD,1996.5803976178543,0.0,26538.4194905391,0.0,1991.7132547832675,0.0,1996.552303114902,0.0,4.83904833163459,0.0,942.5455586910248,21099.934925079346,200.76578822612544,0.0,998.2754567085597,0.0,1786.899550115686,0.0,995.3135983501237,0.0
Protein Structure,4.8710696866660115,0.353248416142589,2.964301679334448,0.11427690282949039,2.494773697231171,0.20918776695134772,4.640168394398096,0.5196707777835233,2.1453946971669247,0.31183202358377954,5.788650560379028,11306.675949573517,0.728621512651376,0.06373140032634328,1.776791483303183,0.16543689397091577,0.7742350564107228,0.027719920794540564,1.093216017455094,0.08409757645100958
