Boston Housing,2.855907669385474,0.5858419303025312,2.735410739543674,0.42916528718262514,4.592205,0.6273977,1.2444275975227357,3.5145631551742555,0.5128610894591261,0.12069463444894414,1.045251440627902,0.15528001746534398,0.5497833449414229,0.14613275164077041,0.7026319583428171,0.12685977359640077
Concrete Compression Strength,4.322628735037875,0.5911500266265061,2.8761975680920173,0.11018234600154932,9.27334,0.37863767,6.954013800621032,10.30402876138687,0.8082896844386177,0.10551149145630045,1.5048371812576653,0.17434852811396137,0.8022434593308796,0.11257060202875459,1.0384567750090543,0.11268618327342833
Energy Efficiency,0.3981093373271694,0.07283038525730652,0.7313826304398096,0.17273923189556423,5.695774,0.27187416,10.513885688781738,14.762684237957,0.09913974631011481,0.017132526301360706,0.14124341896106668,0.018705550506326375,0.10125841360512493,0.019020055912457767,0.11388052629210214,0.016394626621876945
Kin8nm,0.13935562953413744,0.003630226797450236,-0.5418656377811325,0.06416017259998394,0.15310666,0.01154402,18.90036906003952,24.433776795864105,0.026505099645288265,0.0024991944402605014,0.05362784944631092,0.0012525453567195366,0.02469147171603957,0.002492906647870986,0.03494147360254625,0.0017710153071418024
Naval Propulsion,0.001673778147336278,5.35531687322757e-05,-0.7442998464344347,1.0100964278658349,0.28872484,0.43262556,28.519368755817414,35.751774156093596,0.04748496979955594,0.06953779296937536,0.0006025030404204401,1.1564383333586766e-05,0.04748412091704783,0.069536137700826,0.031857197919008075,0.04635822419437235
Combined Cycle Power Plant,3.486154135872473,0.20164931035731265,2.6949707560068594,0.09215693187283885,9.86408,0.25597632,14.584413826465607,18.542969739437105,0.6583172119695133,0.09656495059248026,1.284628799805198,0.045856020461287804,0.6374243810081861,0.09273176277459964,0.8601234642609656,0.07186497303511484
Protein Structure,4.08154203224243,0.026180913217966343,2.81757780432619,0.006604456452789911,3.6244617,0.018347569,28.407592725753783,36.181478881835936,0.6690797163715135,0.005790534647317534,1.5245440034506803,0.009356953179705016,0.8155958185258678,0.005941330159640704,1.003073179449354,0.006521820821583549
Wine Quality Red,0.6240181211720696,0.03954319930902119,1.7624432810906625,0.5639279334480396,0.38181603,0.049629264,0.8549814105033875,2.472475528717041,0.12350917411325754,0.02108522340236912,0.24371970780193805,0.016188557591396254,0.14044578841937078,0.02355767746426905,0.16922489011152214,0.017432609564083476
Yacht Hydrodynamics,0.6660961793034853,0.37331269201135653,0.3194847484024187,0.4293102423134747,6.4760995,1.5225022,10.760049092769624,15.334493446350098,0.0803792000230553,0.028879679877059774,0.17496846785083894,0.09321844577449763,0.10537911564962388,0.06334475589546358,0.12024226117450605,0.060658106395738945
Year Prediciton MSD,9.072724383022035,0.0,3.614215471703501,0.0,5.904367,0.0,17.751967668533325,34.754008293151855,1.9896916605386425,0.0,3.194811485408894,0.0,1.304989352228109,0.0,2.1631641660585483,0.0
