suite,config,model,natural_gradient,mode,stabilization,standardize,safety,job,source_file,dset,RMSE-mean,RMSE-std,NLL-mean,NLL-std,CRPS-mean,CRPS-std,CRPS-calibration-mean,CRPS-calibration-std,CRPS-sharpness-mean,CRPS-sharpness-std,time_run,time_HP,WQL01-mean,WQL01-std,WQL05-mean,WQL05-std,WQL09-mean,WQL09-std,WQL_avg-mean,WQL_avg-std
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,cpu_act,2.633039132088441,0.13833069242003937,2.032818330365382,0.11011687173682931,1.3940303411689183,0.079795352289174,2.506983092938378,0.108378043147189,1.112952751769459,0.04521646941995845,50.73616732491387,1227.576085805893,0.5378106968310221,0.04084137784359615,0.9479696304899556,0.05938179990141135,0.41231186323462743,0.030505607214805178,0.6326973968518685,0.0318382208747408
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,wine_quality,0.6826648732396414,0.02064538954943001,1.0614121190686514,0.03752925771455179,0.3425913081795794,0.013537147950947083,0.6463166949811018,0.012205470585064325,0.3037253868015224,0.0031455302451343335,15.528022501203749,841.8072168827057,0.11189018476815088,0.004429002683524025,0.2341316028604164,0.011984765673718038,0.11632364057787783,0.008328753101336059,0.1541151427354817,0.006442364848342859
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,Ailerons,0.00016769039107630327,4.878412649616705e-06,-7.359574380076619,0.0315767113501651,8.644672404040408e-05,2.675888428648572e-06,0.00015905834343434344,3.1575582113680275e-06,7.261161939393936e-05,8.232177310252782e-07,52.56866767671373,1739.529263496399,3.05559595959596e-05,1.15441737547045e-06,5.950909090909091e-05,1.758286167816233e-06,2.7029171717171713e-05,1.308429168074675e-06,3.9031407407407404e-05,1.2454863543916672e-06
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,pol,6.622472822521257,0.4035436551303886,88888888881.60458,106574033851.57138,1.6737302222222226,0.1466213283365026,3.0966222222222224,0.206353248605096,1.422892,0.0639827728141541,52.013038873672485,2048.7246930599213,0.5107481481481482,0.04659934591580144,1.1444444444444444,0.09240276838351907,0.6082518518518517,0.05986916416285013,0.7544814814814815,0.05903239723391253
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,elevators,0.002932952602433233,9.597254788339266e-05,-4.398065607787193,0.0808217224156488,0.001464773604443896,2.7588818099459498e-05,0.0026605412883198456,2.7188852754592198e-05,0.0011957676838759502,7.433453922715489e-06,60.51143762800429,2331.8237516880035,0.0004032922491654381,1.0567983298590006e-05,0.0009837836679246622,1.577477900077976e-05,0.0006118828066939244,2.394076229958247e-05,0.000666319574594675,1.5154014619096841e-05
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,abalone,2.1462882598305666,0.10911291178467558,2.1350340809141306,0.0757901400499532,1.0993197749934025,0.04232697358472568,2.0764547851352093,0.04264845936506758,0.9771350101418067,0.017785724896372958,5.836419317457411,580.9481911659241,0.27967476098865723,0.0160831691028318,0.7595690592661437,0.02364246249345581,0.445588753877281,0.03702798651316849,0.4949441913773607,0.022002662851743206
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,Brazilian_houses,0.05575007121250026,0.03312513328121723,-0.7179705691447531,2.3018014363588453,0.020373013835436812,0.0023108382314246914,0.036873158296731365,0.0024628339755621924,0.01650014446129455,0.0003941356067043885,37.407838874393036,1740.8213806152344,0.005718433057745985,0.00041640719744175184,0.014086669696454085,0.0012676505197085223,0.0076501242350103344,0.0019743306584288148,0.009151742329736803,0.0011816293935918523
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,yprop_4_1,0.028835269305020377,0.004799250981169772,-2.127136963823978,0.14763890516833675,0.014272261472149269,0.0007088659381223317,0.02767951013627942,0.0006439058344275746,0.01340724866413015,8.283620115515757e-05,31.739030016793144,1113.271443605423,0.003758989778124581,0.000331121615150505,0.009497694181456484,0.0004678133777826625,0.006173301913099826,0.00023476534131122302,0.006476661957560298,0.0003269482847558089
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,sulfur,0.021504355231641927,0.004366597631449992,-2.78770231402313,0.1978023699727517,0.009446522027777772,0.0009919070703905053,0.016798058342151676,0.0010857186846094389,0.007351536314373902,0.00012788517579832845,41.160476287206016,1598.353621006012,0.002628192085537919,0.00017519127494711013,0.0065917983906525575,0.0006368946570234135,0.003533281942239858,0.0006153416807830849,0.004251090806143445,0.000468549347814389
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,houses,0.2444004321540786,0.007381045474176481,0.12402108780911236,0.25375901988140226,0.1271286457955399,0.0029905499377290683,0.23632937064511672,0.003129509502412218,0.10920072484957684,0.0008188781382922087,74.4813641972012,3323.554658651352,0.042478168864196635,0.0013347174801252486,0.08532922126481193,0.0017254651837071506,0.045935520149657905,0.002453452621126016,0.057914303426222155,0.001413187056778887
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,MiamiHousing2016,0.1765482814419924,0.01138125111584644,-0.19525007732420752,0.11848417251773308,0.0912154022151298,0.0044422793881819,0.1608628302150904,0.0039471342536951245,0.06964742799996056,0.0008061177411829965,58.146235121621025,2076.8228702545166,0.03476516287903933,0.0026575081067661166,0.060049540965966805,0.0025929361656943676,0.030573099969386848,0.0019720272158505687,0.041795934604797656,0.002230171472508737
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,Bike_Sharing_Demand,103.13886069006566,2.5986408690049907,5.592912370593331,0.056791567676321736,48.80416969182803,1.4679980740128333,94.25913437995236,1.7475539781063045,45.45496468812433,0.6843167458779373,83.18795360459222,2549.6460013389587,12.95156351414129,0.30947556864256187,34.19412920883702,1.0340111400965504,17.610938975539113,0.8280919832721192,21.585543899505808,0.6844377239611997
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,house_16H,0.5890266173979914,0.06317535021281452,1.1115821681564058,0.7307736643981374,0.23452801604325751,0.00863248485817629,0.44661750897098695,0.0073984606280914095,0.2120894929277295,0.0024119964405719526,110.95843958854675,3652.985248565674,0.07412594360210939,0.005876048908898305,0.15932642864739158,0.005409433077557426,0.08477617768100762,0.0032648940848951486,0.10607618331016953,0.0038321284842961485
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,house_sales,0.19034467994581108,0.002628991220854455,-0.18205811560964483,0.031682930757525846,0.10290965274185399,0.0020933653792584122,0.18937818297714637,0.0018249302124705702,0.08646853023529241,0.000551314352054147,76.75005504820082,2663.337393760681,0.03603400756063399,0.0009288779718464641,0.06921569053262697,0.0012639801716418865,0.03501052563086261,0.0013092601155865267,0.04675340790804119,0.0010146070474620324
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,superconduct,10.26567767158284,0.3375944594496038,3.588334105726915,0.47975520154304796,4.502602901070652,0.14201207317864123,8.219662642286089,0.1732763051908994,3.7170597412154383,0.03979453846691344,34.68105483055115,3036.1202862262726,1.6607371865435436,0.0729168888049767,3.006637978831365,0.08211765728301798,1.4799123841194304,0.08568662549484272,2.0490958498314464,0.07168759927099501
openml,GluonTS_LSF copy/?/None/None,GluonTS_LSF copy,,,,,,,openml_GluonTS_LSF copy.csv,diamonds,0.2348556859618029,0.002498166451359559,-0.03425688105503006,0.013811356084636465,0.1308620844075363,0.001215237366909029,0.2539325969218272,0.001123209220111494,0.12307051251429092,0.0003898232164506081,524.5344353781807,9996.183271884918,0.04071393724498426,0.0006439222100033392,0.0921191278665256,0.0006745006183281056,0.04135549193844313,0.000710047807947405,0.05806285234998433,0.0005304241986823115
openml,GluonTS_LSF/?/None/None,GluonTS_LSF,,,,,,,openml_GluonTS_LSF.csv,wine_quality,0.6826118316628248,0.020669411279910843,1.0597661924141044,0.03640652581673321,0.34105766594234393,0.014070039484229675,0.6409032541846102,0.01296069631746423,0.2998455882422662,0.0026909606215753438,21.858508666356403,844.8701694011688,0.11135977243095886,0.004961773363005432,0.23455915083033727,0.011926395665170357,0.11360655051163526,0.009294598282305486,0.15317515792431047,0.0065599845111241695
openml,GluonTS_LSF/?/None/None,GluonTS_LSF,,,,,,,openml_GluonTS_LSF.csv,Brazilian_houses,0.0616871685174817,0.03943763349659091,-1.6506504779951188,0.5048011082537881,0.014747966854182757,0.002272651743520003,0.025542843437010306,0.002313636110940533,0.010794876582827552,0.0005392894680294582,15.863731622695923,1436.1124670505524,0.004335232061943648,0.0004717699151902251,0.009604571365503812,0.0011874780444880457,0.0064447915744059985,0.0019173743538497623,0.00679486500061782,0.001151523347957451
openml,GluonTS_LSF/?/None/None,GluonTS_LSF,,,,,,,openml_GluonTS_LSF.csv,cpu_act,2.6379255058528805,0.14140244267933233,2.3685426401411647,0.0559677974212314,1.5200312179239008,0.05629895353469723,2.735004622598119,0.0889767051406152,1.2149734046742178,0.05240781913186766,58.47829604148865,1438.972822189331,0.5476222821141521,0.02965524429875924,1.0829776629573378,0.06416579552011194,0.4327693862897114,0.010896611285486676,0.6877897771204005,0.030004198950146336
